OrderItemNo,Cost,Quantity,OrderID,MedicineID
2382,76.51,10,466,838
2383,93.79,6,466,380
2384,32.65,5,466,230
2385,54.8,3,466,772
2386,756.82,1,466,174
2387,87.44,6,466,862
2388,74.88,3,467,965
2389,71,2,467,153
2390,213.85,2,467,798
2391,83.99,3,467,836
2392,98.71,9,467,901
2393,780.32,7,467,84
2394,57.81,4,467,589
2395,12.9,9,468,971
2396,70.86,2,468,430
2397,53.13,7,468,644
2398,91.71,1,469,878
2399,91.86,5,469,427
2400,74.28,10,469,748
2401,94.81,5,469,415
2402,55.24,10,469,327
2403,24.58,1,469,280
2404,20.94,9,469,584
2405,75.44,6,470,23
2406,13.01,8,470,164
2407,52.97,5,470,471
2408,59.87,9,470,789
2409,87.94,6,470,623
2410,21.21,7,470,785
2411,98.14,3,470,740
2412,867.06,9,471,864
2413,19.24,9,471,788
2414,48.74,9,471,25
2415,33.74,10,471,223
2416,639.87,6,471,570
2417,50.13,2,471,235
2418,57.34,6,472,627
2419,339.27,8,472,492
2420,12.71,10,472,766
2421,42.33,7,473,545
2422,59.31,3,474,821
2423,74.69,10,474,250
2424,29.39,1,475,95
2425,76.88,8,475,357
2426,36.67,4,475,269
2427,81.77,1,475,917
2428,59.94,3,475,247
2429,86.13,1,475,406
2430,28.12,7,475,88
2431,19.41,8,475,107
2432,97.41,1,476,573
2433,812.49,2,476,108
2434,51.73,6,476,994
2435,99.56,8,476,329
2436,86.13,8,476,406
2437,59.21,9,476,51
2438,898.68,1,476,984
2439,34.53,6,477,617
2440,52.31,4,477,643
2441,18,1,477,350
2442,83.39,5,477,577
2443,204.75,8,477,252
2444,66.54,3,477,950
2445,56.21,5,477,805
2446,68.99,7,477,848
2447,94.66,2,477,611
2448,29.79,2,477,182
2449,209.99,3,478,936
2450,114.72,6,478,384
2451,61.51,9,478,267
2452,96.96,3,478,118
2453,20.56,7,478,658
2454,135.44,8,478,714
2455,95.6,1,478,87
2456,62.22,8,478,136
2457,23.28,6,478,283
2458,54.66,10,479,662
2459,76.49,8,479,905
2460,321.61,6,479,930
2461,36.22,3,479,323
2462,88.95,8,479,671
2463,45.85,3,479,388
2464,37.28,10,479,321
2465,177.25,1,479,390
2466,56.73,9,479,742
2467,76.88,9,479,357
2468,816.77,8,480,636
2469,79.9,1,480,143
2470,34.84,10,480,812
2471,37.38,10,480,209
2472,17.23,3,481,856
2473,23.36,9,481,359
2474,234.92,5,481,924
2475,21.21,5,482,785
2476,20.36,7,483,214
2477,16.17,8,483,478
2478,14.72,8,483,674
2479,73.59,5,483,93
2480,953.83,8,483,810
2481,91.76,5,483,952
2482,54.71,7,483,723
2483,55.68,5,483,443
2484,63.99,10,483,39
2485,76.81,7,484,440
2486,82.45,9,485,319
2487,408.13,19,486,462
2488,61.1,6,487,200
2489,19.34,2,488,454
2490,70.54,3,488,368
2491,33.64,1,488,542
2492,96.96,10,488,118
2493,12.71,3,488,766
2494,15.81,4,488,641
2495,95.39,6,488,65
2496,81.44,7,488,434
2497,82.82,8,488,802
2498,82.43,5,488,398
2499,94.92,4,489,608
2500,37.78,8,489,371
2501,39.67,2,489,745
2502,353.22,6,489,834
2503,13.64,1,490,332
2504,33.4,3,490,677
2505,51.08,6,490,35
2506,72.1,1,490,825
2507,867.06,7,490,864
2508,10.13,4,491,447
2509,42.3,8,492,356
2510,14.99,8,492,770
2511,15.38,4,492,497
2512,339.27,6,493,492
2513,98.84,6,493,865
2514,255.2,6,493,96
2515,177.25,2,493,390
2516,55.32,1,494,297
2517,10.12,4,494,104
2518,66.08,3,494,935
2519,95.39,5,494,65
2520,67.47,5,494,248
2521,39.67,5,494,745
2522,76.99,8,494,803
2523,47.44,7,495,464
2524,61.05,2,495,419
2525,46,1,495,860
2526,209.99,3,495,936
2527,44.93,3,495,130
2528,36.22,3,495,323
2529,965.87,9,496,114
2530,86.18,6,496,555
2531,28.8,10,496,697
2532,26.33,4,496,409
2533,60.45,2,496,117
2534,27.31,8,496,516
2535,70.54,5,496,699
2536,83.99,8,497,836
2537,75.24,1,497,776
2538,93.79,10,497,380
2539,86.06,4,497,219
2540,508.98,7,497,672
2541,213.85,1,497,798
2542,87.88,1,497,242
2543,68.38,2,498,375
2544,37.78,8,498,371
2545,26.46,1,498,773
2546,59.87,9,498,789
2547,63.44,9,498,758
2548,40.33,8,498,290
2549,39.32,3,498,245
2550,10.44,8,498,731
2551,70.98,7,498,301
2552,34.75,1,499,778
2553,20.94,2,499,584
2554,45.85,2,499,388
2555,54.66,8,499,662
2556,97.14,1,499,753
2557,34,5,499,527
2558,33.64,8,499,542
2559,14.91,6,499,719
2560,44.96,3,500,609
2561,56.27,6,500,491
2562,21.41,5,500,553
2563,690.96,5,501,732
2564,932.52,8,501,180
2565,37.83,4,501,111
2566,93.53,4,502,869
2567,89.62,9,502,393
2568,55.24,1,502,327
2569,66.82,10,502,261
2570,11.46,3,502,593
2571,99.19,1,502,229
2572,81.77,5,502,917
2573,74.69,7,502,250
2574,34.84,8,503,812
2575,61.71,1,503,376
2576,23.26,1,503,538
2577,84.93,3,503,743
2578,99.19,3,503,229
2579,67.89,2,503,317
2580,48.14,3,503,308
2581,89.17,4,503,991
2582,14.76,8,504,989
2583,24.04,8,504,854
2584,29.37,10,504,530
2585,88.95,6,504,671
2586,255.2,10,504,96
2587,83.58,10,504,99
2588,20.51,1,505,361
2589,33.91,10,505,303
2590,51.88,8,505,212
2591,114.72,4,505,384
2592,42.89,2,505,19
2593,508.98,8,505,672
2594,47.66,4,505,625
2595,59.94,6,505,247
2596,87.44,10,505,862
2597,831.55,1,506,786
2598,69.74,8,506,395
2599,57.74,9,506,889
2600,28.53,3,506,169
2601,92.48,8,506,578
2602,76.99,10,506,803
2603,33.66,6,507,469
2604,29.77,3,507,818
2605,491.62,10,507,192
2606,94.93,2,507,477
2607,32.81,7,507,171
2608,712.56,6,508,876
2609,51.88,4,509,212
2610,491.62,3,509,192
2611,845.2,1,509,342
2612,19.34,2,509,454
2613,178,7,509,366
2614,13.01,4,509,164
2615,596.95,5,510,702
2616,27,7,510,559
2617,93.46,7,511,656
2618,66.67,3,511,899
2619,28.96,9,511,77
2620,99.04,9,511,986
2621,61.51,4,511,267
2622,47.36,5,511,686
2623,35.48,4,511,937
2624,82.82,6,511,802
2625,49.27,3,511,397
2626,44.62,8,511,861
2627,15.57,4,512,701
2628,58.07,10,512,920
2629,76.99,9,512,803
2630,96.31,2,512,166
2631,55.57,10,512,63
2632,76.81,8,513,440
2633,204.75,2,513,252
2634,92.69,10,514,122
2635,20.06,8,514,613
2636,61.1,7,514,200
2637,28.84,3,515,859
2638,87.16,10,516,680
2639,29.16,10,516,592
2640,339.27,10,516,492
2641,41.49,1,516,567
2642,59.31,9,516,821
2643,97.37,1,516,259
2644,972.71,6,516,486
2645,10.2,9,517,713
2646,67.47,10,518,248
2647,92.69,3,518,122
2648,43.4,4,518,274
2649,58.03,6,518,213
2650,84.85,4,518,715
2651,953.83,4,518,810
2652,46.94,4,518,125
2653,35.48,9,518,937
2654,86.13,6,518,406
2655,20.88,2,519,256
2656,71.12,5,519,655
2657,81.44,1,519,434
2658,55.2,9,519,981
2659,53.71,10,519,568
2660,83.39,2,519,577
2661,812.49,6,519,108
2662,33.4,8,519,677
2663,38.12,9,519,152
2664,812.49,4,519,108
2665,93.53,5,520,869
2666,36.73,3,520,688
2667,111.41,9,520,78
2668,93.46,3,521,656
2669,49.16,4,522,903
2670,66.67,2,522,899
2671,81.77,2,522,917
2672,80.41,10,522,109
2673,491.62,6,523,192
2674,32.81,5,523,171
2675,867.06,5,523,864
2676,195.95,7,523,738
2677,690.96,7,523,732
2678,63.26,9,523,955
2679,32.38,3,524,957
2680,20.88,5,524,256
2681,180.12,6,525,990
2682,12.71,1,526,766
2683,972.71,6,526,486
2684,37.58,2,527,676
2685,91.73,1,527,320
2686,856.51,6,527,60
2687,15.86,8,527,470
2688,72.1,7,527,825
2689,18,8,527,296
2690,71.53,3,527,158
2691,12.55,9,528,561
2692,37.83,6,528,111
2693,48.14,1,529,308
2694,83.85,4,529,272
2695,67.89,10,529,317
2696,43.51,7,529,262
2697,33.64,5,529,542
2698,81.21,6,529,579
2699,68.58,6,529,851
2700,213.85,2,529,798
2701,21.41,5,529,553
2702,34.84,6,529,812
2703,120.09,5,530,396
2704,353.92,8,530,846
2705,63.87,7,530,13
2706,55.42,3,530,411
2707,20.06,4,530,613
2708,19.24,7,530,788
2709,55.68,10,530,443
2710,78.42,9,530,41
2711,953.83,8,530,810
2712,37.78,8,531,371
2713,690.96,4,531,732
2714,42.09,5,531,232
2715,69.61,2,531,700
2716,95.72,2,531,850
2717,16.1,4,531,43
2718,58.82,15,532,466
2719,10.12,6,533,104
2720,92.49,1,533,98
2721,83.24,4,534,208
2722,54.73,6,534,83
2723,74.69,5,534,250
2724,66.83,2,534,503
2725,32.58,9,534,76
2726,87.88,2,534,242
2727,79.9,3,534,143
2728,282.87,10,534,558
2729,78.46,9,534,233
2730,42.3,3,535,356
2731,61.71,4,535,797
2732,68.99,1,535,848
2733,867.06,9,535,864
2734,176.89,2,535,444
2735,60.66,7,536,34
2736,255.2,6,536,96
2737,53.79,5,536,369
2738,92.48,3,537,578
2739,74.88,1,537,965
2740,20.36,10,537,214
2741,66.67,3,537,899
2742,50.99,6,537,196
2743,76.99,1,537,803
2744,32.81,8,537,171
2745,87.8,5,537,322
2746,67.89,2,538,317
2747,92.48,2,538,578
2748,48.76,5,538,598
2749,15.81,6,538,641
2750,87.8,5,538,322
2751,61.83,3,538,970
2752,10.12,9,538,104
2753,75.97,5,538,823
2754,428.41,8,538,258
2755,67.89,4,538,317
2756,60.45,4,539,117
2757,42.89,1,540,19
2758,33.91,2,540,303
2759,62.79,8,540,896
2760,76.81,4,540,440
2761,68.38,8,540,375
2762,76.81,4,541,440
2763,33.91,10,541,303
2764,56.17,4,541,316
2765,91.71,2,541,878
2766,15.86,5,541,470
2767,56.73,9,541,742
2768,984.25,2,542,360
2769,89.84,7,542,793
2770,51.01,9,542,197
2771,36.67,2,542,269
2772,40.65,5,542,161
2773,55.57,8,542,63
2774,59.87,7,542,789
2775,25.75,2,543,962
2776,94.56,8,543,236
2777,59.87,6,543,789
2778,98.71,7,543,901
2779,69.61,1,543,700
2780,58.07,4,544,920
2781,92.69,8,544,122
2782,176.89,9,544,444
2783,46.74,5,544,275
2784,54.66,7,544,662
2785,33.91,3,544,303
2786,428.41,2,544,258
2787,14.82,8,544,815
2788,882.48,10,544,852
2789,20.88,4,545,256
2790,68.99,1,545,848
2791,54.71,4,545,723
2792,28.98,3,545,485
2793,62.99,9,545,442
2794,15.86,3,546,470
2795,247.89,5,546,588
2796,66.41,20,547,446
2797,54.8,2,548,772
2798,22.55,8,548,523
2799,21.41,1,549,553
2800,790.43,2,549,882
2801,39.45,1,549,220
2802,255.2,3,549,96
2803,33.91,10,549,303
2804,36.15,8,549,47
2805,84.32,8,549,68
2806,99.56,5,549,329
2807,62.79,2,549,896
2808,97.39,7,549,893
2809,37.27,4,550,610
2810,46.94,4,550,125
2811,39.32,9,550,245
2812,36.25,8,550,311
2813,18,6,550,296
2814,99.19,7,550,229
2815,55.32,2,550,297
2816,20.88,1,550,256
2817,11.26,5,551,830
2818,57.26,2,552,771
2819,88.41,4,552,782
2820,69.91,7,552,64
2821,36.73,4,552,688
2822,67.03,4,552,148
2823,76.88,4,553,357
2824,525.91,1,553,504
2825,36.15,1,553,47
2826,41.44,6,553,383
2827,36.73,4,553,688
2828,98.84,2,554,865
2829,32.38,4,554,957
2830,50.13,10,554,235
2831,58.82,7,554,466
2832,46,4,554,860
2833,89.14,5,555,508
2834,29.71,4,555,278
2835,57.81,5,555,520
2836,11.52,7,555,177
2837,55.89,6,555,694
2838,86.13,2,555,406
2839,68.99,6,555,848
2840,49.65,7,556,499
2841,14.99,9,556,770
2842,12.63,10,556,820
2843,94.93,10,556,477
2844,76.99,4,557,803
2845,34.05,2,557,967
2846,57.41,6,557,335
2847,712.56,5,557,876
2848,74.88,5,557,965
2849,71.38,8,557,809
2850,73.59,8,558,93
2851,712.56,9,558,876
2852,55.57,8,558,63
2853,51.81,6,558,746
2854,69.74,8,558,395
2855,37.78,5,559,371
2856,75.2,7,559,80
2857,42.89,1,559,19
2858,49.35,7,559,281
2859,88.41,4,559,782
2860,95.34,4,560,382
2861,61.83,1,560,970
2862,93,3,560,938
2863,71,7,560,153
2864,34,3,560,527
2865,42.85,4,561,465
2866,66.82,4,562,261
2867,92.14,7,562,9
2868,18.14,1,562,113
2869,845.2,10,562,342
2870,47.36,4,562,686
2871,95.39,6,562,65
2872,18,4,562,350
2873,10.44,8,562,731
2874,96.89,10,562,5
2875,23.26,7,563,538
2876,135.44,7,563,714
2877,38.68,4,563,886
2878,52.06,7,564,239
2879,51.88,2,564,212
2880,55.42,5,565,411
2881,256.22,8,566,540
2882,66.67,5,567,899
2883,49.16,10,567,903
2884,41.08,7,567,45
2885,71.59,1,567,835
2886,71.53,3,567,158
2887,52.6,5,568,115
2888,38.82,1,568,201
2889,37.38,1,568,209
2890,46,20,569,860
2891,55.57,8,570,63
2892,19.24,6,570,788
2893,14.9,10,570,729
2894,70.86,4,571,430
2895,86.18,3,571,555
2896,428.41,3,571,258
2897,23.63,3,572,175
2898,62.22,9,573,136
2899,597.18,5,573,186
2900,14.76,2,573,989
2901,20.06,8,573,613
2902,15.57,1,573,701
2903,15.1,10,573,10
2904,525.91,8,573,504
2905,66.67,6,573,899
2906,75.2,6,574,80
2907,67.47,7,574,248
2908,25.59,8,574,590
2909,953.83,6,575,810
2910,52.06,9,575,239
2911,529.3,9,576,156
2912,95.6,3,576,87
2913,81.72,9,576,646
2914,816.77,9,577,636
2915,52.14,5,577,847
2916,84.32,8,577,68
2917,53.71,6,577,779
2918,831.55,1,577,786
2919,63.87,3,577,13
2920,86.69,7,577,637
2921,68.07,8,578,946
2922,42.54,1,578,176
2923,63.44,5,578,758
2924,26.46,9,578,773
2925,597.18,5,578,186
2926,76.51,1,578,838
2927,58.82,4,578,466
2928,23.12,4,578,286
2929,45.7,9,578,693
2930,68.99,8,579,848
2931,94.81,6,579,415
2932,61.51,8,579,267
2933,21.21,5,579,785
2934,62.39,10,580,483
2935,95.36,1,580,841
2936,54.59,3,580,138
2937,63.26,7,580,955
2938,16.51,7,580,418
2939,42.3,6,580,356
2940,76.83,15,581,892
2941,65.75,10,582,207
2942,25.91,4,582,833
2943,62.79,3,582,896
2944,29.79,5,582,182
2945,39.67,9,582,745
2946,53.71,3,582,568
2947,76.56,9,582,103
2948,55.89,18,583,764
2949,37.58,1,584,676
2950,88.41,10,584,782
2951,136.07,4,584,198
2952,47.36,9,584,686
2953,76.81,1,584,440
2954,76.88,4,584,357
2955,20.74,5,584,304
2956,21.41,5,585,553
2957,898.68,6,585,984
2958,780.32,1,585,84
2959,97.37,7,585,259
2960,37.83,1,585,111
2961,268.09,4,586,894
2962,898.68,8,586,984
2963,37.78,10,586,371
2964,49.65,5,586,499
2965,965.87,4,586,114
2966,204.75,2,586,252
2967,93.67,6,586,843
2968,24.5,2,586,683
2969,84.93,1,586,743
2970,81.21,6,587,579
2971,465.75,10,587,168
2972,17.67,1,587,341
2973,24.58,6,587,280
2974,59.18,1,588,490
2975,36.22,8,588,323
2976,36.13,9,588,687
2977,20.74,10,588,304
2978,66.54,10,588,950
2979,831.55,1,588,786
2980,76.99,7,588,803
2981,68.58,4,589,851
2982,61.71,7,589,797
2983,29.79,6,589,182
2984,28.53,3,589,169
2985,51.81,2,589,746
2986,42.09,4,589,232
2987,756.82,6,589,174
2988,95.34,10,589,382
2989,51.88,10,590,212
2990,45.85,9,590,388
2991,13.01,7,590,164
2992,60.66,8,590,34
2993,71.89,3,590,159
2994,43.4,3,590,274
2995,97.6,4,590,509
2996,953.83,6,590,810
2997,12.71,5,590,766
2998,54.71,1,591,723
2999,178,3,591,366
3000,76.99,7,591,803
3001,47.85,4,591,977
3002,96.96,8,592,118
3003,43.02,8,592,264
3004,906.14,12,593,822
3005,48.76,4,594,598
3006,12.38,8,594,400
3007,50.9,5,595,992
3008,20.94,2,595,584
3009,48.44,2,595,794
3010,42.09,1,596,232
3011,88.41,7,596,782
3012,90.09,4,596,266
3013,984.25,4,597,360
3014,89.79,1,597,727
3015,83.85,3,597,272
3016,82.43,7,597,398
3017,38.71,5,597,874
3018,177.25,8,598,390
3019,10.13,2,599,447
3020,899.35,7,599,24
3021,46,9,599,860
3022,904.77,5,599,126
3023,71.33,9,599,933
3024,37.27,6,599,610
3025,88.79,8,599,79
3026,24.82,5,600,82
3027,596.95,10,600,702
3028,83.31,2,600,4
3029,63.26,4,600,955
3030,63.99,1,600,39
3031,50.13,3,600,235
3032,97.26,5,600,716
3033,75.24,4,601,776
3034,44.62,10,601,861
3035,19.24,4,601,788
3036,71.38,1,601,809
3037,69.74,3,601,395
3038,52.14,4,601,847
3039,15.57,7,601,701
3040,36.22,4,601,323
3041,428.41,4,601,258
3042,48.42,18,602,475
3043,59.87,7,603,789
3044,349.58,10,603,288
3045,56.89,3,603,405
3046,29.39,1,603,95
3047,70.54,8,604,790
3048,56.73,5,605,742
3049,96.31,9,605,166
3050,56.21,8,605,805
3051,61.71,1,606,797
3052,5.63,9,606,354
3053,44.93,9,606,130
3054,62.6,6,606,669
3055,71.33,1,606,933
3056,54.4,11,607,650
3057,53.71,3,608,779
3058,27.31,4,608,516
3059,12.63,3,608,820
3060,15.81,10,608,641
3061,508.98,9,609,672
3062,94.92,9,609,608
3063,68.99,10,609,848
3064,25.75,1,609,634
3065,14.19,10,609,670
3066,812.49,10,609,108
3067,24.04,5,609,854
3068,43.4,3,609,274
3069,990.7,4,610,630
3070,99.1,2,610,277
3071,14.9,2,610,729
3072,656.79,6,610,612
3073,20.88,10,610,256
3074,71.12,2,610,655
3075,55.42,4,611,411
3076,15.38,4,611,497
3077,178,8,611,366
3078,32.58,7,611,76
3079,84.32,4,611,68
3080,55.2,2,611,981
3081,78.14,10,611,155
3082,28.96,9,612,77
3083,59.21,5,612,51
3084,26.8,2,612,763
3085,31.42,2,612,86
3086,529.3,3,612,156
3087,59.45,4,612,983
3088,16.1,8,612,43
3089,81.87,8,612,663
3090,20.06,3,613,613
3091,55.24,1,613,327
3092,88.79,2,613,79
3093,12.63,2,613,820
3094,86.06,6,613,219
3095,50.66,7,613,193
3096,50.99,5,613,196
3097,61.51,7,613,267
3098,37.27,5,614,610
3099,74.47,9,615,333
3100,93.53,10,615,869
3101,234.92,2,615,924
3102,25.91,4,616,833
3103,34.84,8,616,812
3104,12.82,2,616,596
3105,84.85,20,617,715
3106,10.44,3,618,731
3107,28.12,5,618,88
3108,76.49,10,618,905
3109,95.6,1,619,87
3110,14.82,5,619,815
3111,98.71,5,619,901
3112,19.24,6,619,788
3113,204.75,1,619,252
3114,99.04,6,619,986
3115,94.93,8,619,477
3116,28.12,5,619,88
3117,50.74,6,620,806
3118,28.25,3,620,922
3119,41.08,4,620,45
3120,91.76,10,621,952
3121,79.57,3,621,487
3122,984.25,6,621,360
3123,89.62,1,621,393
3124,37.27,9,621,610
3125,32.65,2,622,230
3126,72.42,6,622,302
3127,64.01,6,622,52
3128,114.72,6,622,384
3129,23.81,3,622,394
3130,23.35,8,622,101
3131,12.38,5,622,400
3132,953.83,9,622,810
3133,44.62,10,622,861
3134,63.44,10,623,758
3135,23.28,1,623,283
3136,54.73,4,623,83
3137,96.96,8,624,118
3138,93.79,5,624,380
3139,26.46,1,624,773
3140,177.25,5,624,390
3141,28.12,6,624,88
3142,816.77,6,624,636
3143,12.38,6,624,400
3144,920.32,7,624,66
3145,48.14,7,625,308
3146,16.1,4,626,43
3147,66.83,4,626,503
3148,14.91,2,626,719
3149,12.71,7,627,766
3150,136.07,10,627,198
3151,56.3,6,628,315
3152,932.52,4,629,180
3153,50.22,9,629,739
3154,39.52,5,629,767
3155,86.13,2,629,406
3156,10.44,10,629,731
3157,46.74,1,629,275
3158,97.41,8,629,573
3159,90.09,7,629,266
3160,43.4,6,629,274
3161,72.91,6,630,257
3162,93.19,14,631,535
3163,95.72,1,632,183
3164,40.33,4,632,290
3165,14.72,2,632,674
3166,52.14,1,632,847
3167,40.65,8,632,161
3168,899.35,8,632,24
3169,15.86,2,633,470
3170,24.5,2,634,683
3171,29.77,8,634,818
3172,80.41,5,634,109
3173,15.57,10,634,701
3174,15.86,1,634,470
3175,82.45,7,634,319
3176,67.47,4,634,422
3177,59.38,10,634,412
3178,66.82,9,634,261
3179,62.39,3,635,483
3180,38.68,4,635,886
3181,66.08,10,635,935
3182,96.84,3,635,801
3183,36.25,2,635,311
3184,596.95,9,635,702
3185,38,2,635,667
3186,14.82,10,635,815
3187,61.79,8,636,626
3188,53.85,2,636,718
3189,94.56,10,636,236
3190,88.12,8,636,587
3191,46.74,1,636,275
3192,35.81,10,637,679
3193,86.13,8,637,406
3194,60.58,7,637,70
3195,61.71,4,637,376
3196,49.01,18,638,370
3197,13.01,7,639,164
3198,79.57,1,639,487
3199,79.57,5,639,487
3200,70.54,1,639,699
3201,28.12,2,639,88
3202,10.12,1,639,104
3203,35.81,3,639,679
3204,25.82,9,639,706
3205,712.56,20,640,876
3206,486.17,9,641,408
3207,66.82,7,641,261
3208,24.58,9,641,280
3209,88.95,4,641,671
3210,82.43,4,641,398
3211,35.03,2,642,473
3212,89.17,5,643,991
3213,66.67,10,643,899
3214,21.21,2,643,785
3215,97.14,4,643,753
3216,86.69,7,643,637
3217,23.26,6,644,538
3218,12.9,9,644,971
3219,63.87,10,644,13
3220,58.44,4,644,50
3221,67.47,9,644,422
3222,91.71,7,644,878
3223,29.39,9,645,95
3224,714.26,8,646,468
3225,867.06,1,646,864
3226,56.3,6,646,315
3227,372.46,4,646,552
3228,83.24,10,646,208
3229,53.13,7,646,644
3230,30.27,10,646,358
3231,36.73,2,646,688
3232,61.75,8,647,189
3233,23.12,7,648,286
3234,92.14,10,648,9
3235,95.72,5,648,183
3236,32.97,5,649,591
3237,96.29,7,650,620
3238,55.89,2,650,764
3239,62.99,6,651,442
3240,55.68,6,651,443
3241,51.81,7,651,746
3242,71.53,10,651,158
3243,16.17,9,651,478
3244,816.77,2,652,636
3245,19.34,4,652,454
3246,21.64,2,652,547
3247,55.89,6,652,764
3248,31.79,14,653,842
3249,92.44,6,654,819
3250,76.81,8,654,440
3251,52.14,6,654,847
3252,72.1,1,654,825
3253,428.41,6,655,258
3254,882.48,1,655,852
3255,76.88,3,655,357
3256,14.76,10,655,989
3257,23.12,7,655,286
3258,74.71,8,655,515
3259,20.36,8,655,214
3260,91.73,2,655,320
3261,28.12,3,655,88
3262,87.8,9,656,322
3263,596.95,3,656,702
3264,28.98,4,656,485
3265,76.49,9,656,905
3266,12.82,10,657,596
3267,35.35,8,657,389
3268,60.66,7,657,34
3269,53.13,2,657,644
3270,44.96,1,657,609
3271,44.93,9,657,130
3272,57.26,5,657,771
3273,58.97,6,657,203
3274,79.9,8,657,143
3275,882.48,10,658,852
3276,87.88,6,658,242
3277,22.55,3,659,523
3278,26.95,9,659,73
3279,74.28,9,659,748
3280,81.16,6,659,147
3281,56.73,9,659,742
3282,29.72,7,659,437
3283,55.42,6,659,411
3284,27.31,8,659,516
3285,96.31,2,659,166
3286,60.42,8,659,659
3287,12.82,2,660,596
3288,93,5,660,938
3289,28.12,7,660,88
3290,50.13,3,661,235
3291,40.04,6,661,479
3292,48.44,6,661,794
3293,29.77,6,661,818
3294,81.77,6,661,917
3295,816.77,5,661,636
3296,56.21,8,662,805
3297,26.33,2,662,409
3298,68.58,7,662,851
3299,904.77,6,662,126
3300,58.82,9,663,391
3301,20.51,7,664,361
3302,36.02,10,665,448
3303,731.82,5,666,300
3304,86.06,9,666,219
3305,78.46,8,666,233
3306,88.12,5,666,587
3307,176.05,7,666,762
3308,95.36,1,666,841
3309,46.74,6,666,275
3310,21.64,10,666,547
3311,36.25,8,667,311
3312,38.12,8,668,152
3313,58.03,9,668,213
3314,353.92,1,668,846
3315,24.04,7,668,854
3316,99.1,1,668,277
3317,70.86,3,669,430
3318,20.06,1,669,613
3319,32.81,7,669,171
3320,19.36,8,669,268
3321,26.22,1,669,536
3322,13.01,5,669,164
3323,34,6,669,527
3324,54.66,8,669,662
3325,19.41,5,669,107
3326,70.98,6,670,301
3327,79.57,8,670,487
3328,120.09,4,670,396
3329,69.93,3,670,374
3330,88.79,8,670,79
3331,95.72,5,670,183
3332,932.52,2,670,180
3333,91.73,8,670,320
3334,91.76,1,671,952
3335,14.99,2,671,770
3336,12.31,2,671,755
3337,52.6,2,671,115
3338,51.73,3,671,994
3339,73.59,7,672,93
3340,91.76,2,672,952
3341,48.14,5,672,308
3342,21.64,7,672,547
3343,980.87,9,673,372
3344,96.03,5,674,287
3345,47.66,5,674,625
3346,56.52,6,674,544
3347,20.56,3,674,658
3348,72.42,1,674,302
3349,27,3,675,559
3350,50.13,2,675,235
3351,61.75,8,675,189
3352,120.09,3,675,396
3353,58.14,4,675,310
3354,86.18,3,675,555
3355,95.36,4,675,841
3356,95.72,6,675,183
3357,80.41,3,675,202
3358,84.59,7,676,352
3359,56,8,677,348
3360,14.82,3,677,815
3361,17.23,2,677,856
3362,51.81,6,677,746
3363,92.69,10,678,122
3364,928.3,6,678,708
3365,12.63,7,678,820
3366,96.29,5,678,620
3367,14.72,6,678,674
3368,508.98,6,678,672
3369,597.18,5,678,186
3370,444.59,8,679,870
3371,44.23,8,679,1
3372,57.81,9,679,589
3373,86.18,3,679,555
3374,37.38,1,679,209
3375,865.95,10,680,684
3376,32.65,5,680,230
3377,47.86,10,680,511
3378,353.22,6,681,834
3379,67.03,8,681,148
3380,28.98,1,681,485
3381,14.72,9,681,674
3382,856.51,5,681,60
3383,63.44,9,681,758
3384,79.57,5,682,487
3385,56.73,7,682,742
3386,353.22,8,682,834
3387,82.82,6,682,802
3388,17.23,9,682,856
3389,43.51,3,682,262
3390,928.3,10,682,708
3391,36.22,3,683,323
3392,99.1,10,683,277
3393,240.11,3,683,510
3394,23.26,6,683,538
3395,243.04,5,683,726
3396,71.89,1,683,159
3397,26.31,9,683,299
3398,36.25,3,684,311
3399,56.73,2,684,742
3400,20.36,9,684,214
3401,55.89,7,684,694
3402,656.79,9,684,612
3403,54.73,10,684,83
3404,14.19,8,684,670
3405,88.12,7,685,587
3406,37.81,10,685,2
3407,756.82,9,685,174
3408,70.15,9,685,580
3409,87.44,9,685,862
3410,75.2,2,686,80
3411,50.66,4,686,193
3412,52.97,9,686,471
3413,20.88,1,687,256
3414,12.55,4,687,561
3415,21.21,6,687,785
3416,70.54,3,687,699
3417,79.9,1,687,143
3418,59.87,7,687,789
3419,62.36,8,688,123
3420,20.06,5,688,613
3421,89.84,8,688,793
3422,53.71,5,688,779
3423,92.69,4,688,122
3424,83.85,5,688,272
3425,42.54,3,688,176
3426,353.92,1,689,846
3427,92.48,6,689,578
3428,50.66,2,690,193
3429,33.4,2,690,677
3430,46.74,9,690,275
3431,14.42,1,690,548
3432,97.41,9,690,573
3433,78.46,7,690,233
3434,35.48,6,690,937
3435,38.82,6,690,201
3436,712.56,9,691,876
3437,48.44,7,691,794
3438,596.95,4,691,702
3439,41.49,9,692,567
3440,52.06,5,692,239
3441,72.1,2,692,825
3442,865.95,10,692,684
3443,11.46,3,692,593
3444,55.68,4,692,443
3445,35.03,10,692,473
3446,82.38,10,693,44
3447,47.86,7,694,511
3448,58.82,3,694,466
3449,32.38,9,694,957
3450,38.71,1,694,874
3451,36.25,7,694,311
3452,15.1,5,694,10
3453,98.71,5,695,901
3454,49.65,8,695,499
3455,54.59,2,696,138
3456,75.44,3,696,23
3457,57.26,8,696,771
3458,81.16,10,696,147
3459,57.26,3,696,771
