MedicineID,Name,Description,CompanyName,Cost,Category,IsPrescribed,PackagingTemperature,CompanyID,HomemadeRemedies
224,RITE AID RENEWAL,Mastitis-antepartum,Green-Harris,47.22,Controlled List,1,-2,34,do haldi
225,"Standardized Grass Pollen, Orchard Grass",Vincent's angina,Gerhold and Sons,62.9,Pharmacy Medicine,1,21,31,practice tulsi
226,Healthy Accents,Recur manic dis-mild,Koch-Graham,13.94,General Sales List,1,9,39,follow neem
227,Alprazolam,Stomach ulcer NOS-obstr,Mayert LLC,45.65,Controlled List,1,13,41,follow tulsi
228,Mary Kay Tinted Moisturizer Sunscreen SPF 20 Beige 2 (Drug Facts),Subarach hem-mod coma,Spinka-Crist,136.07,Pharmacy Medicine,0,14,40,do tulsi
229,ABATUSS DMX,Urinostomy status NEC,"Douglas, Keeling and Murray",99.19,Pharmacy Medicine,0,7,42,use sav-assan
230,Danazol,Acq absence of hip joint,Langosh Inc,32.65,General Sales List,0,15,19,follow padma-assan
231,Fluticasone Propionate,Mult ges w fet loss-unsp,Mosciski Inc,46.77,Pharmacy Medicine,1,9,20,take haldi
232,Nabumetone,Disl metacarpophalan-opn,Langosh Inc,42.09,General Sales List,0,26,19,do vegetarian
233,ISTODAX,Unsp hemiplga domnt side,"Dare, O'Reilly and Purdy",78.46,General Sales List,0,21,50,do boil water
234,Clemastine Fumarate,Amebic skin ulceration,Nitzsche and Sons,465.57,Pharmacy Medicine,1,26,21,use neem
235,Dollar General,Esoph varice oth dis NOS,"Wiegand, Prohaska and Kub",50.13,Pharmacy Medicine,0,4,52,follow vegetarian
236,Misoprostol,Amniotic prob NEC-unspec,Hane-Doyle,94.56,Controlled List,0,3,51,follow wake early
237,PURELL Advanced Skin Nourishing Instant Hand Sanitizer,Spleen capsular tear,"Ortiz, Corkery and Koelpin",44.42,General Sales List,1,12,67,follow sav-assan
238,Amoxicillin,Osteomyelitis NOS-pelvis,Gerhold and Sons,43.34,Controlled List,1,24,31,practice boil water
239,VECURONIUM BROMIDE,Int derangement knee NEC,Kuhic Inc,52.06,Pharmacy Medicine,0,28,23,use sav-assan
240,MDSolarSciences,Mult defects of retina,Kuphal LLC,275.27,Pharmacy Medicine,1,0,29,do neem
241,Hazelnut,Neonatal nasolacrml obst,"Moen, Osinski and Weissnat",20.42,Pharmacy Medicine,1,15,73,practice padma-assan
242,Infants Ibuprofen,Screening for ear dis,Daugherty-Olson,87.88,Pharmacy Medicine,0,11,30,follow boil water
243,"Molds, Rusts and Smuts, Rhizopus nigricans",Brain hem open-mod coma,"Dare, O'Reilly and Purdy",17.52,General Sales List,1,-1,50,use tulsi
244,Aurum Equisetum A,Ot VD chlm trch prtoneum,Leffler Inc,83.97,Pharmacy Medicine,1,8,76,do haldi
245,Degree,Fx sacrum-op/crd inj NEC,"Predovic, Robel and Considine",39.32,Pharmacy Medicine,0,3,1,practice sav-assan
246,Topco Arthritis 8 Hour,Galactorrhea-delivered,Stamm-Littel,918.86,Pharmacy Medicine,0,16,27,use padma-assan
247,Nasal Decongestant PE,Insect bite finger,Zemlak and Sons,59.94,General Sales List,0,30,70,follow sav-assan
248,Bladder - Kidney,Benign neoplasm pleura,"Hettinger, Becker and Walter",67.47,Pharmacy Medicine,0,3,26,practice tulsi
249,Petroleum,Matern cardioresp aff NB,Ferry Group,95.35,General Sales List,1,11,74,practice neem
250,Breast Care - Fibrocystic,Foster-kennedy syndrome,"Ryan, Nader and Murphy",74.69,Pharmacy Medicine,0,-4,97,use neem
251,Lunesta,Kwashiorkor,"Padberg, Heidenreich and Predovic",26.66,General Sales List,1,22,84,follow padma-assan
252,Tinnitus Relief,Kaschin-beck dis-up/arm,"Cummings, Smith and O'Connell",204.75,Pharmacy Medicine,0,28,33,practice padma-assan
253,Sciatic Rescue,No vaccin-prev disease,Kub-Aufderhar,26.16,Pharmacy Medicine,1,12,72,practice tulsi
254,Biaxin,TB of hip-no exam,Kuphal LLC,12.39,Controlled List,1,-5,29,follow padma-assan
255,Picot Plus,Burn NOS finger w thumb,Hane-Doyle,43.64,Controlled List,1,20,51,follow neem
256,Triamterene and Hydrochlorothiazide,Hdgk grn unsp xtrndl org,DuBuque-Paucek,20.88,General Sales List,0,9,14,practice boil water
257,AUGMENTIN,"Paranoid state, simple",Mosciski Inc,72.91,General Sales List,0,0,20,follow haldi
258,Pramipexole Dihydrochloride,Prolong labor NOS-antepa,Feil-Mante,428.41,Controlled List,0,12,96,do 8 hour sleep
259,Diclofenac Sodium,TB of spleen-no exam,"Predovic, Robel and Considine",97.37,General Sales List,0,7,1,practice neem
260,Shad Scale Pollen,Nontraum tendon rupt NOS,Wolff-Hand,53.02,Controlled List,1,20,3,do sav-assan
261,Western Family Itch Relief,Ch leu uns cl in relapse,Harris-Maggio,66.82,General Sales List,0,26,22,do boil water
262,Sensodyne,Ventricular sept defect,"Ryan, Nader and Murphy",43.51,Controlled List,0,29,97,do padma-assan
263,Amoxicillin and Clavulanate Potassium,Mantle cell lymph axilla,Dietrich-Denesik,39.08,Pharmacy Medicine,1,7,63,practice wake early
264,Personal Care Sensitive Skin Deep Cleaning Astringent,Leprosy NEC,Hettinger Inc,43.02,Controlled List,0,-5,12,use wake early
265,Guaifenesin,War inj:acc own munition,Zemlak and Sons,67.13,General Sales List,1,26,70,practice haldi
266,Pantoprazole Sodium,Malig neo submandibular,"Dare, O'Reilly and Purdy",90.09,General Sales List,0,8,50,do vegetarian
267,Nicotine,Extreme immatur wtNOS,Kreiger Group,61.51,Controlled List,0,-4,37,do haldi
268,Glimepiride,Adv eff medicinal NOS,"O'Conner, Kris and Schowalter",19.36,Pharmacy Medicine,0,28,54,practice neem
269,Tormentilla Cochlearia Menstrual Support,Acute uri NOS,"Moen, Osinski and Weissnat",36.67,Pharmacy Medicine,0,19,73,use tulsi
270,Terrasil Fast and Natural Wart Removal,Hiv-2 infection oth dis,"Bechtelar, Connelly and Boehm",128.64,Controlled List,1,26,82,practice neem
271,Neova DNA Damage Control - Everyday,Excess fluid in infusion,Wolff-Hand,82.75,Pharmacy Medicine,1,7,3,use haldi
272,GermFree24 Health-care Personnel Handwash,Wrestling,Hamill-Goyette,83.85,Pharmacy Medicine,0,18,59,do haldi
273,LIDODERM,Deep 3rd burn trunk NEC,Witting Inc,93.76,General Sales List,1,-1,57,follow 8 hour sleep
274,Potassium Chloride in Dextrose,Dis magnesium metabolism,Muller Group,43.4,Controlled List,0,11,88,practice boil water
275,Clear Cell Cleanser,FB trach/bronch/lung NEC,Wolf-Price,46.74,Pharmacy Medicine,0,30,47,practice neem
276,Bisque Foundation SPF 20,Prolapsed arm-delivered,"O'Conner, Kris and Schowalter",130.21,Controlled List,1,0,54,practice boil water
277,Amoxicillin,Preg compl NEC-postpart,"Prosacco, Cronin and Wilderman",99.1,Pharmacy Medicine,0,18,25,take neem
278,Sertraline Hydrochloride,Cong valgus foot def NEC,Carter Inc,29.71,Controlled List,0,7,100,practice neem
279,Burweed Marsh Elder,Mucosits d/t antineo rx,Senger-Stamm,33.52,General Sales List,0,15,65,take neem
280,Day Time,Acc poison-lead paints,"Bechtelar, Connelly and Boehm",24.58,Controlled List,0,20,82,practice tulsi
281,Allergy Relief,Ac supp OM w drum rupt,Gleichner-Legros,49.35,Controlled List,0,3,53,practice haldi
282,Rheumatoid Arthritis Pain Management,Vrnt mgrn wo ntr mgr NEC,Breitenberg-Kulas,274.92,General Sales List,1,1,28,do haldi
283,Myung Han Miindo Make Up Base,Benign neo nerv sys NEC,"Reinger, Langworth and Wunsch",23.28,Pharmacy Medicine,0,-2,11,follow padma-assan
284,Xyntha,Abrasion-enamel,"Fay, Hessel and Borer",45.27,General Sales List,1,-5,36,use boil water
285,LEVETIRACETAM,Intestin TB NEC-cult dx,Braun-Bartoletti,24.05,General Sales List,1,15,64,follow haldi
286,Protriptyline Hydrochloride,Gingival recess-general,"Ziemann, Carter and Crona",23.12,Controlled List,0,26,49,follow tulsi
287,Antibacterial Hand Cranberry Spice,Lung anomaly NEC,Nikolaus Inc,96.03,Pharmacy Medicine,0,24,60,practice wake early
288,Amoxicillin,Uns myl leuk w rmsion,Ankunding Inc,349.58,Pharmacy Medicine,0,18,48,do tulsi
289,Captopril,Gc prostatitis (acute),Lemke LLC,31.45,Controlled List,1,12,18,take wake early
290,TRAMADOL HYDROCHLORIDE,Leucocoria,"Hermiston, Legros and Hand",40.33,General Sales List,0,25,13,do tulsi
291,Epsom Salt,Undet pois-med agnt NOS,Harris LLC,37.42,General Sales List,1,14,95,practice haldi
292,DR. MERCOLA Sunscreen Broad Spectrum SPF-15,Conjunctival deposits,"Greenholt, Herman and Gislason",64.61,Pharmacy Medicine,1,-2,92,do sav-assan
293,Povidone-Iodine,Congenital rubella,Harris-Lesch,52.03,General Sales List,0,-4,43,follow sav-assan
294,Atenolol,Mat comp in utero-p/p,"O'Conner, Kris and Schowalter",413.94,Pharmacy Medicine,1,16,54,do tulsi
295,ENALAPRIL MALEATE,Accretions on teeth,Yundt-Price,60.46,General Sales List,1,13,15,do tulsi
296,Injury - Rescue,Adv eff antidepressants,Gottlieb-Kemmer,18,Pharmacy Medicine,0,24,45,do boil water
297,Raspberry Guava Antibacterial,Ulcer of ankle,Gottlieb-Kemmer,55.32,General Sales List,0,27,45,do vegetarian
298,Skin So Soft Bug Guard Plus IR3535,Maternal injury aff NB,Yost-Pouros,21.1,General Sales List,1,19,85,use haldi
299,Hand Sanitizer,Roller coaster riding,"Cummings, Smith and O'Connell",26.31,Pharmacy Medicine,0,3,33,follow haldi
300,FAIR and SQUARE ANTIBACTERIAL HAND SANITIZER with ALOE VERA,Idiopathic scoliosis,Koch-Graham,731.82,Controlled List,0,-5,39,take tulsi
301,Head and Shoulders Conditioner,Screening for measles,Green-Harris,70.98,General Sales List,0,0,34,practice boil water
302,Zap APF,Cong elevation-scapula,"Hettinger, Becker and Walter",72.42,General Sales List,0,2,26,follow wake early
303,TussiCaps,Epil par cont w/o int ep,"Luettgen, Hayes and Ward",33.91,Pharmacy Medicine,0,22,38,practice 8 hour sleep
304,NITROUS OXIDE,Sec malig neo sm bowel,"Ryan, Nader and Murphy",20.74,Controlled List,0,30,97,practice haldi
305,Brewers Yeast,Streptococcus group a,Muller Group,88.87,Controlled List,1,7,88,use wake early
306,Cold and Flu,Trauma comp synd low ext,Kuphal LLC,111.46,Controlled List,1,10,29,do 8 hour sleep
307,CD DIOR PRESTIGE WHITE COLLECTION SATIN BRIGHTENING UVB BASE WITH SUNSCREEN SPF 50,Cholesterin granuloma,Kautzer LLC,23.66,Controlled List,1,20,61,do 8 hour sleep
308,Gas Relief,Prolong labor NOS-antepa,Ferry Group,48.14,Pharmacy Medicine,0,12,74,use 8 hour sleep
309,Belladonna,Adrenal disorder NOS,Hane-Doyle,81.88,Pharmacy Medicine,1,29,51,do padma-assan
310,Trichoderma harzianam,Housing/econo circum NEC,Mosciski Inc,58.14,Pharmacy Medicine,0,4,20,take vegetarian
311,Epzicom,Ganglion of joint,Goldner-Gottlieb,36.25,Controlled List,0,13,99,practice neem
312,Pepto-Bismol,Lumbar root injury,Emard Group,754.49,General Sales List,0,4,93,use boil water
313,Optiray,Int inf norwalk virus,"Ortiz, Corkery and Koelpin",19.74,Controlled List,1,16,67,take vegetarian
314,Nicotine polacrilex,Malig melanoma skin NEC,Senger-Stamm,50.48,General Sales List,1,9,65,do haldi
315,AVALIDE,Tubrclma meninges-unspec,Johns-Lowe,56.3,Controlled List,0,6,56,practice padma-assan
316,Halls,Eating disorder NOS,Lynch-Hyatt,56.17,Controlled List,0,8,17,follow sav-assan
317,Topamax,Infec dermatitis lid NEC,Harris LLC,67.89,Pharmacy Medicine,0,-1,95,take wake early
318,MORUS RUBRA POLLEN,Hx combat/stress reactn,"Padberg, Heidenreich and Predovic",227.91,Controlled List,1,3,84,take padma-assan
319,Treatment Set TS329915,Acute peptic ulcer NOS,Kris-Jacobson,82.45,Pharmacy Medicine,0,28,9,practice vegetarian
320,NU-DERM STARTER SET NORMAL-OILY,TB ovary & tube-micro dx,"Maggio, Wehner and Ratke",91.73,Pharmacy Medicine,0,4,83,take haldi
321,Fentanyl Citrate,Cerebral palsy NOS,Dietrich-Denesik,37.28,General Sales List,0,0,63,practice 8 hour sleep
322,Captopril,Family hx osteoporosis,Goldner-Gottlieb,87.8,Pharmacy Medicine,0,4,99,take tulsi
323,Levothyroxine Sodium,Consanguinity,"Paucek, Wehner and Kunde",36.22,General Sales List,0,6,66,follow tulsi
324,Oxaprozin,Subjective tinnitus,Wolff-Hand,715.96,Pharmacy Medicine,1,-1,3,follow haldi
325,Day Relief Night Relief Free,Opn skul base fx-concuss,Hauck-Denesik,88.47,Pharmacy Medicine,1,7,35,do 8 hour sleep
326,Calcium Chloride,Ureteric obstruction NEC,Daugherty-Olson,71.16,General Sales List,1,23,30,do vegetarian
327,NATURES SMILE,"Del-mult birth, all live",Walter and Sons,55.24,Pharmacy Medicine,0,10,44,follow 8 hour sleep
328,Nizatidine,Periph T cell lymph head,Tillman-Waelchi,99.34,General Sales List,1,25,4,do vegetarian
329,Warfarin Sodium,Mal neo breast low-outer,Hauck-Denesik,99.56,Controlled List,0,10,35,do neem
330,True Essentials,Wound botulism,Johns-Lowe,298.77,Controlled List,1,15,56,take tulsi
331,Russian Olive,Toxic effect alcohol NEC,"McGlynn, Hansen and Nicolas",33.29,General Sales List,1,1,24,take padma-assan
332,ck one waterfresh face makeup spf 15,Mult nb/sb-before adm,"Wiegand, Prohaska and Kub",13.64,General Sales List,0,21,52,take wake early
333,Hydrogen Peroxide,Vulval varices,Dietrich-Denesik,74.47,Controlled List,0,0,63,do 8 hour sleep
334,Maximum Strength Zantac,C5-c7 fx-op/cord inj NEC,Goldner-Gottlieb,30.29,General Sales List,1,3,99,take tulsi
335,Morphine Sulfate,Pulmonary TB NOS-unspec,"Goyette, Daniel and Leannon",57.41,Controlled List,0,28,5,use sav-assan
336,Dexamethasone Sodium Phosphate,Stevens-Johnson-TEN syn,Wolff-Hand,804.54,Pharmacy Medicine,1,-2,3,do vegetarian
337,Minocycline Hydrochloride,Spon abort w hemorr-inc,DuBuque-Paucek,95.09,Controlled List,1,5,14,take tulsi
338,Clozaril,Louse-borne typhus,Dietrich-Denesik,94.58,General Sales List,1,7,63,use padma-assan
339,Androbalance,Problem w aged parent,Witting Inc,81.54,Pharmacy Medicine,1,8,57,use boil water
340,Instant Hand Sanitizer and Moisterizer,Abn react-fluid aspirat,Kuhic Inc,52.85,General Sales List,1,19,23,do sav-assan
341,CARBIDOPA AND LEVODOPA,Dentofac funct abnor NOS,"Maggio, Wehner and Ratke",17.67,General Sales List,0,26,83,do tulsi
342,Haran 40 (Number 78),Fetal comp in utero-del,"Ziemann, Carter and Crona",845.2,Controlled List,0,2,49,do haldi
343,Night Time Cough,Secondary malig neo skin,"Paucek, Wehner and Kunde",80.74,Pharmacy Medicine,1,27,66,use boil water
344,Oxygen,Artic cartil dis-mult jt,Koch-Graham,40.62,Pharmacy Medicine,1,0,39,take haldi
345,Atenolol,Ac peptic ulc w hem/perf,Lynch-Hyatt,67.85,Controlled List,1,16,17,do boil water
346,TRAMADOL HYDROCHLORIDE,Gonococcal infec pharynx,Dietrich-Denesik,20.39,General Sales List,1,25,63,take sav-assan
347,Cold and Flu,Acc pois-petroleum solid,Koch-Graham,43.98,Controlled List,1,5,39,follow wake early
348,Acute Asthma Relief,Family hx-anemia,Harris-Maggio,56,Controlled List,0,27,22,take sav-assan
349,Lansoprazole,Congenital chordee,"Reinger, Langworth and Wunsch",84.37,Pharmacy Medicine,1,23,11,do padma-assan
350,DDF Mattifying Oil Control Moisturizer,TB male genit NEC-unspec,Hamill-Goyette,18,General Sales List,0,22,59,do boil water
351,Lisinopril,Abn cervix NEC-antepart,"Greenholt, Herman and Gislason",88.17,Controlled List,1,15,92,do 8 hour sleep
352,Lisinopril,Autistic disord-residual,Lemke LLC,84.59,Pharmacy Medicine,0,14,18,use boil water
353,Levothyroxine Sodium,Drug withdrawal,Fay-Rau,22,General Sales List,1,29,87,use tulsi
354,Vitamin K1,Schizophrenia NEC-remiss,Johnson Group,5.63,Pharmacy Medicine,0,4,90,practice neem
355,Alprazolam,Kyasanur forest disease,"Predovic, Robel and Considine",40.46,Controlled List,1,17,1,do neem
356,Teacher Collection Anti Bacterial,Cicatricial lagophthalm,Ebert and Sons,42.3,Pharmacy Medicine,0,-3,98,do tulsi
357,Fair Foundation SPF 15,Intestinal abscess,"Goyette, Daniel and Leannon",76.88,Controlled List,0,26,5,do wake early
358,Carvedilol,Soccer,McKenzie Group,30.27,Controlled List,0,15,7,do 8 hour sleep
359,Burkhart,Screening for alcoholism,Stamm-Littel,23.36,General Sales List,0,22,27,do vegetarian
360,Protopic,War inj:aircrft collisn,Mosciski Inc,984.25,Pharmacy Medicine,0,30,20,practice wake early
361,Minocycline hydrochloride,Acute bronchospasm,Ullrich LLC,20.51,General Sales List,0,8,81,take tulsi
362,Laxative pills,Joint dis NOS-shlder,Johns-Lowe,79.23,General Sales List,1,25,56,do 8 hour sleep
363,Clear Eyes Maximum Redness Relief,Abscess of eyelid,Hettinger Inc,15.9,Controlled List,1,9,12,follow tulsi
364,Flecainide Acetate,Prolapse urethral mucosa,Mosciski Inc,99.38,General Sales List,1,26,20,use haldi
365,ZIT ZAPPER,Injury accessory nerve,Leffler Inc,39.16,Pharmacy Medicine,1,17,76,practice tulsi
366,Poverty Weed Pollen,Fourth nerve palsy,Wolf-Price,178,General Sales List,0,20,47,take 8 hour sleep
367,Dr. Scholls,Post disloc humerus-open,Ullrich LLC,38.2,General Sales List,1,27,81,follow vegetarian
368,fexo fenadine,Hx of contraception,Johns-Lowe,70.54,Controlled List,0,23,56,practice boil water
369,"Standardized Grass Pollen, Fescue, Meadow",Act lymp leuk in relapse,"Ortiz, Corkery and Koelpin",53.79,General Sales List,0,0,67,follow padma-assan
370,Ginger Lime Hand Sanitizer,Cl skull fx NEC w/o coma,"Bechtelar, Connelly and Boehm",49.01,Controlled List,1,12,82,take sav-assan
371,Chlorhexidine Gluconate,Diverticulum of bladder,Kris-Jacobson,37.78,General Sales List,0,4,9,practice tulsi
372,Tahitian Noni Original Lip Balm,Schizoafftv dis-chr/exac,Ferry Group,980.87,Pharmacy Medicine,1,11,74,practice vegetarian
373,ACER NEGUNDO POLLEN,Speech del d/t hear loss,"Hermiston, Legros and Hand",98.79,Pharmacy Medicine,1,20,13,practice boil water
374,Prialt,Sbac mono leuk w rmsion,Ankunding Inc,69.93,General Sales List,0,27,48,follow padma-assan
375,Levetiracetam,Babesiosis,Ullrich LLC,68.38,Pharmacy Medicine,0,1,81,practice vegetarian
376,Trazodone Hydrochloride,Liver hematoma/contusion,"Hermiston, Legros and Hand",61.71,Controlled List,0,11,13,do boil water
377,Lovenox,Joint symptom NEC-shlder,"Hahn, Lubowitz and Halvorson",40.49,Controlled List,1,29,69,take vegetarian
378,YOUTH SURGE,Hx inhaled steroid thrpy,Kreiger Group,38.87,Controlled List,1,11,37,practice tulsi
379,oxycodone hydrochloride,Ac alcoholic hepatitis,"Thompson, Lang and Crist",25.26,General Sales List,1,10,75,practice neem
380,AMARANTHUS TUBERCULATUS POLLEN,General medical exam NEC,Carter Inc,93.79,Controlled List,0,13,100,follow vegetarian
381,Ferrum rosatum Graphites Special Order,Empyema w/o fistula,Gleichner-Legros,21.35,Controlled List,1,12,53,practice boil water
382,Omeprazole,Histrionic person NOS,Nitzsche and Sons,95.34,Pharmacy Medicine,0,3,21,practice padma-assan
383,Mountain Cedar,Sprain sternoclavicular,Yundt-Price,41.44,Controlled List,0,1,15,use vegetarian
384,Luffeel,Inlet contraction-unspec,"Hahn, Lubowitz and Halvorson",114.72,General Sales List,0,-4,69,take tulsi
385,Rexall Vanishing Scent Pain Relieving,Deficiency anemia NOS,Goldner-Gottlieb,18.32,Controlled List,1,19,99,take neem
386,Dexferrum,Contusion of hip,Ebert and Sons,12.82,General Sales List,1,16,98,practice boil water
387,SINGULAIR,Congenital anemia,Hamill-Goyette,62.18,Controlled List,1,12,59,use padma-assan
388,Aminophylline,Eye replacement NEC,Kuphal LLC,45.85,General Sales List,0,24,29,practice neem
389,Myoview,Non-abo incomp react NEC,Leffler Inc,35.35,Controlled List,0,-5,76,do tulsi
390,Propranolol Hydrochloride,Tick-borne enceph NOS,Witting Inc,177.25,General Sales List,0,24,57,practice haldi
391,Milrinone Lactate,Acu brnchlts d/t oth org,Carter Inc,58.82,Controlled List,0,-2,100,do tulsi
392,Nevirapine,Malign neopl prepuce,"Padberg, Heidenreich and Predovic",99.1,General Sales List,0,24,84,use wake early
393,Minocycline Hydrochloride,Acute nephritis NOS,Ullrich LLC,89.62,Controlled List,0,7,81,use padma-assan
394,Cold Sores and Herpes,Sezary's disease axilla,"Wiegand, Prohaska and Kub",23.81,Pharmacy Medicine,0,6,52,take haldi
395,Calcium Chloride,Blister shoulder & arm,Green-Harris,69.74,General Sales List,0,13,34,take wake early
396,GUNA-HYPERTENSION,Pulmonary actinomycosis,"Simonis, Kling and Mraz",120.09,Pharmacy Medicine,0,26,71,take tulsi
397,PRAVASTATIN SODIUM,Scr fetl malfrm-ultrasnd,"Maggio, Wehner and Ratke",49.27,Controlled List,0,-2,83,follow wake early
398,benefit BIG EASY BROAD SPECTRUM SPF 35 SUNSCREEN multi-balancing complexion perfector - 06 DEEP BEIGE,Cns compl in del-antepar,Zemlak and Sons,82.43,Pharmacy Medicine,0,15,70,do sav-assan
399,Amoxicillin and Clavulanate Potassium,Complete les cord/c5-c7,Harvey and Sons,29.41,General Sales List,0,4,46,practice vegetarian
400,Allium Cepa Kit Refill,Eye movemnt disorder NOS,Kreiger Group,12.38,Pharmacy Medicine,0,24,37,use haldi
401,Micardis HCT,H zoster nerv syst NEC,"Thompson, Lang and Crist",58.63,Controlled List,1,13,75,use 8 hour sleep
402,Selan Plus Zinc Oxide,Comp-int prost devic NEC,Langosh Inc,465.59,Pharmacy Medicine,1,-1,19,take wake early
403,Nettle,Mal neo bladder-dome,Kreiger Group,47.61,General Sales List,1,1,37,do boil water
404,Salt Grass,Sprain of knee & leg NOS,"Luettgen, Hayes and Ward",39.97,Controlled List,1,22,38,use boil water
405,RISPERIDONE,Hairy-cell leukem inguin,Cummings-Labadie,56.89,Pharmacy Medicine,0,3,68,follow vegetarian
406,Conquest,Reg enterit sm/lg intest,Breitenberg-Kulas,86.13,Pharmacy Medicine,0,24,28,use vegetarian
407,Eastern Cottonwood,Aseptic necrosis of jaw,Langosh Inc,56.05,Controlled List,1,-4,19,use haldi
408,LOreal Paris Sublime Sun,Periph retina degen NOS,"Bechtelar, Connelly and Boehm",486.17,Controlled List,0,20,82,take tulsi
409,Game Day MSC Mainstreet Collection Hand Sanitizer,Muscular calcificat NOS,"Greenholt, Herman and Gislason",26.33,General Sales List,0,5,92,practice boil water
410,Foscavir,Salivary gland dis NEC,Harvey and Sons,98.07,Controlled List,1,27,46,do boil water
411,Degree for Men Sport,Recurrent pterygium,"McGlynn, Hansen and Nicolas",55.42,Pharmacy Medicine,0,11,24,use boil water
412,Naloxone Hydrochloride,Opn wnd eustach tb-compl,Hamill-Goyette,59.38,Controlled List,0,0,59,follow 8 hour sleep
413,Sick Stopper,Bursitis NEC,Kuphal LLC,74.15,General Sales List,1,28,29,do wake early
414,Hydralazine Hydrochloride,Open wound of larynx,Ullrich LLC,591.26,Controlled List,1,1,81,practice padma-assan
415,Dr. Jart Rejuvenating Beauty Balm,Screen-respir cond NEC,"Wiegand, Prohaska and Kub",94.81,Pharmacy Medicine,0,25,52,do neem
416,Lamotrigine,Pois tricyclc antidepres,Rempel Inc,29.58,Pharmacy Medicine,1,18,8,take neem
417,Earwax Removal Kit,TB of bronchus-micro dx,Emard Group,49.76,General Sales List,1,10,93,take neem
418,Osmitrol,Observ-work accident,Hane-Doyle,16.51,Controlled List,0,15,51,follow sav-assan
419,LBEL LEDERM 45plus Jour,Articular disc disorder,"Prosacco, Cronin and Wilderman",61.05,General Sales List,0,3,25,do padma-assan
420,Cyclo/Mag 10mg/200mg,Adv eff loc anes NEC/NOS,"Moen, Osinski and Weissnat",788.11,Controlled List,1,11,73,do neem
421,Hydroxyzine Hydrochloride,Polio osteopathy-up/arm,"Thompson, Lang and Crist",68.3,General Sales List,1,28,75,do sav-assan
422,Suave,Adv eff antitussives,Nitzsche and Sons,67.47,Pharmacy Medicine,0,19,21,do tulsi
423,Diovan HCT,Gu TB NOS-cult dx,Hane-Doyle,63.33,Pharmacy Medicine,1,24,51,take vegetarian
424,Cortisone Acetate,Tick-borne ricketts NEC,Walter and Sons,81.79,Pharmacy Medicine,1,10,44,follow 8 hour sleep
425,SPAI-SONS,Amebiasis carrier,Fay-Rau,42.64,General Sales List,1,24,87,follow padma-assan
426,ANTIBACTERIAL MINI WIPES Fresh Aloe,Adhesive mid ear dis NOS,Johns-Lowe,561.12,General Sales List,0,11,56,do boil water
427,Warfarin Sodium,Mal neo temporal lobe,Hartmann-Brakus,91.86,Pharmacy Medicine,0,10,62,take padma-assan
428,NATRUM SULPHURICUM,Acc d/t avalanche,Mosciski Inc,92.36,Controlled List,0,7,20,practice neem
429,Blue Rasberry Hand Sanitizer,Family history glaucoma,"Wiegand, Prohaska and Kub",24.85,Controlled List,0,8,52,follow vegetarian
430,Red Oak,Bipol I cur mix-part rem,Wyman Inc,70.86,General Sales List,0,13,79,follow haldi
431,Lisinopril,Poisoning-barbiturates,Yost-Pouros,67.02,Controlled List,1,9,85,take tulsi
432,Lasix,Chr gc upper gu NEC,"Cassin, Kuphal and Feeney",774.81,Controlled List,1,26,2,use 8 hour sleep
433,Childrens Mucinex,Fail sterile catheter,"Schulist, Jerde and Romaguera",57.14,General Sales List,0,10,91,take tulsi
434,Morphine Sulfate,Hy ht/kd NOS I-IV w/o hf,Koch-Graham,81.44,Pharmacy Medicine,0,16,39,take neem
435,sunmark nasal,Matern hypoten-del w p/p,Wyman Inc,38.28,Controlled List,1,14,79,use 8 hour sleep
436,ARNICA MONTANA (WHOLE PLANT),Secondary syph skin,"Welch, Turner and O'Reilly",13,Pharmacy Medicine,1,25,89,follow vegetarian
437,Day Time Cold Multi-Symptom,Chondrocalc NOS-forearm,"Bode, Deckow and Schuster",29.72,Controlled List,0,-5,10,practice tulsi
438,CLE DE PEAU BEAUTE CR COMPACT FOUNDATION,Ulc esophagus w/o bleed,"Bode, Deckow and Schuster",734.94,Pharmacy Medicine,1,22,10,practice neem
439,Slash Pine,Wheelchair dependence,"Hermiston, Legros and Hand",12.02,Controlled List,1,7,13,use vegetarian
440,Rx Act Heartburn Prevention,Paralysis agitans,"Ziemann, Carter and Crona",76.81,General Sales List,0,16,49,practice tulsi
441,ProAmatine,Submers NEC-person NOS,Harris-Maggio,80.65,Pharmacy Medicine,1,3,22,do boil water
442,topiramate,Postvaricella myelitis,Carter Inc,62.99,General Sales List,0,13,100,take boil water
443,Jasmine Water Cover Cushion,Contracept surveill NOS,"Schulist, Jerde and Romaguera",55.68,General Sales List,0,23,91,practice wake early
444,RUTA GRAV,Bipol I single manic rem,Hauck-Denesik,176.89,Controlled List,0,29,35,follow padma-assan
445,Calcitriol,Broken tooth-uncomplic,"Maggio, Wehner and Ratke",81.25,General Sales List,1,27,83,follow boil water
446,Glytone Acne Back,Sec uterine inert-unspec,"Douglas, Keeling and Murray",66.41,Pharmacy Medicine,1,-3,42,follow tulsi
447,bareMinerals bareSkin Pure Brightening Serum Foundation Broad Spectrum SPF 20,Monoc exotrop w x/y pat,"Luettgen, Hayes and Ward",10.13,General Sales List,0,15,38,use neem
448,Exchange Select Sport Sunscreen,Cryst arthrop NEC-hand,"Wiegand, Prohaska and Kub",36.02,Controlled List,1,18,52,follow boil water
